,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,choose_one_category,choose_one_category:confidence,choose_one_category_gold,tweet_id,tweet_text
602,916225030,False,finalized,3,3/25/2016 09:52:03,affected_people,0.3443,,'497088303662104576',RT @Fong4Life: Fong4Life in collab with the Epidemiology and Disease Control Centre currently training about 30 youth on #ebola sensitisatiÃ¢â¬Â¦
625,916223306,False,finalized,6,3/24/2016 11:45:03,affected_people,0.6624,,'497086474060582912',RT @BloombergNews: U.S. doctor with Ebola received blood transfusion from 14-year-old survivor of the disease: http://t.co/CIVGrTWkHG http:Ã¢â¬Â¦
638,916224925,False,finalized,3,3/25/2016 10:43:39,affected_people,1.0,,'497088224594907136',"Ebola: Two Lagos Doctors, Nurse, Woman discharged from Treatment Centre: Chukwu Four moreÃ¢â¬Â¦ http://t.co/AH2oWQzwUK"
643,916224381,False,finalized,3,3/24/2016 16:09:31,affected_people,0.6471,,'497087711959089153',RT @evanasmith: Temporary lockdown at Amarillo hospital after patient presents with flu-like symptoms http://t.co/WhwrKxK8CY #Ebola
648,916224521,False,finalized,3,3/25/2016 09:49:05,affected_people,0.7179,,'497087893694066688',RT @PopWrapped: #Ebola Strikes Again: Texas Nurse Tests Positive For Fatal Disease (STORY) http://t.co/Gcu8h2GHVy http://t.co/GrlGbYfQVY
666,916223512,False,finalized,5,3/24/2016 11:22:51,affected_people,0.4203,,'497086766126747648',RT @ade_adekunle: Ebola: Fears strike Canadian hospital as patient isolated following 'flu-like symptoms'  http://t.co/ViwA5bGmyZÃ¢â¬Â¦-like-symÃ¢â¬Â¦
671,916224359,False,finalized,3,3/24/2016 16:47:17,affected_people,0.3398,,'497087672658448384',RT @RedPepperUG: #UPDATE: Government places a passenger with #Ebola-like symptoms in isolation; waiting for results for the deadly tropicalÃ¢â¬Â¦
687,916224109,False,finalized,3,3/24/2016 16:06:04,affected_people,0.6347,,'497087406072684545',RT @Mikeshaw1313: Ã¢â¬Å@FOX4: #BREAKING: Patient w/ symptoms of #Ebola being transported from Care Now in Frisco http://t.co/bVAuEpDJCI http://Ã¢â¬Â¦
696,916224560,False,finalized,3,3/25/2016 10:25:12,affected_people,1.0,,'497087931954495488',A Hospital In Toronto Is Treating A Patient For Ebola-Like Symptoms http://t.co/qHjHeTn9uv
697,916223935,False,finalized,3,3/24/2016 16:31:08,affected_people,1.0,,'497087224824217601',Second #Ebola-infected nurse flown from #Dallas to #Atlanta for specialized treatment via the @FoxNews  http://t.co/78kIbxr0gg
702,916223501,False,finalized,3,3/24/2016 11:00:13,affected_people,1.0,,'497086752256176128',"Amber #Vinson, second #Dallas nurse infected with #Ebola, took a flight just one day before reporting symptoms http://t.co/b9iNtuUwWt"
705,916224410,False,finalized,3,3/24/2016 16:04:45,affected_people,0.3758,,'497087750265241600',"RT @BlackIrishI: When are people, the @CDCgov  and our government going to start taking this disease seriously? May God protect us. #FoxNewÃ¢â¬Â¦"
736,916223398,False,finalized,4,3/24/2016 11:49:07,affected_people,0.7386,,'497086613055631360',RT @FoxNews: Man tested for #Ebola at NYC hospital does not have disease http://t.co/zvgiWCYaMD via @foxnewshealth
742,916224315,False,finalized,3,3/24/2016 16:05:19,affected_people,0.6757,,'497087614470463490',RT @KayBurley: BREAKING: Second Dallas nurse infected with #ebola travelled by air day before she reported symptoms
778,916224775,False,finalized,3,3/25/2016 10:57:26,affected_people,0.6486,,'497088119426916352',A woman in Perth is being assessed for Ebola after returning from West Africa suffering symptoms of the virus. @ElleMitta #9News at 11.00am
781,916224487,False,finalized,3,3/25/2016 09:49:05,affected_people,0.7179,,'497087853000552448',"RT @Carol_Lease: #Cbus woman lied about #Ebola symptoms, possibly to get faster EMT response. #onlyinAmerica http://t.co/VIiOgt2fzX"
799,916224796,False,finalized,3,3/25/2016 11:14:08,affected_people,0.6543,,'497088127962341376',"""Second Ebola Patient Arrives in the U.S., Shows Signs of Improvement | Science | WIRED""  http://t.co/889Na2p2Yt"
836,916223157,False,finalized,3,3/24/2016 11:06:24,affected_people,0.6667,,'497086305671864321',RT @gretawire: This is @foxnewsalert: Nurse #2 is at this VERY MOMENT being rushed from Dallas to Atlanta for #Ebola treatment
859,916223391,False,finalized,3,3/24/2016 11:00:13,affected_people,1.0,,'497086606223081472',RT @jordanflaqz: RT @The1stNigerian: Spanish Priest Struck With Ebola Becomes The First Person Brought To Europe For Treatment http://t.co/Ã¢â¬Â¦
877,916223564,False,finalized,5,3/24/2016 11:48:13,affected_people,0.4021,,'497086834850402304',"Ebola outbreak: Ogun State writes Pastor Adeboye:    Following the outbreak of Ebola disease in Nigeria, the O... http://t.co/2DCSDEePfc"
881,916224465,False,finalized,3,3/25/2016 08:35:11,affected_people,1.0,,'497087813804781568',"#S911UPDATE Another Woman Diagnosed Of Ebola Virus Disease At The NNPC Clinic, Facility Sh... http://t.co/hlfYodMd2M FF @Septin911dotcom"
900,916224132,False,finalized,3,3/25/2016 09:04:01,affected_people,0.6707,,'497087421553864704',Nurse who treated #Ebola patient suspected to be #France's first case of the disease: http://t.co/7UheRiWP09
901,916224805,False,finalized,3,3/25/2016 09:52:03,affected_people,0.6557,,'497088133234577408',RT @PopWrapped: ICYMI: #Ebola Strikes Again: Texas Nurse Tests Positive For Fatal Disease (STORY) http://t.co/Gcu8h2GHVy
908,916224066,False,finalized,3,3/24/2016 18:25:00,affected_people,1.0,,'497087355371544576',RT @AP: American doctor infected with Ebola says he is getting stronger during treatment at Atlanta hospital http://t.co/UEsCjvSglD
912,916223291,False,finalized,5,3/24/2016 11:09:43,affected_people,0.42,,'497086463499337728',Liberia Say Na 17 Pipo Wey Get Ebola Virus Disease Dey Miss After Some Jagidijagan Pipo Go Scatter Heleth Centre Where De Carry Dem Keep
927,916223464,False,finalized,6,3/24/2016 11:46:49,affected_people,0.494,,'497086702280654849',RT @FoxNews: Nurse rips #Ebola quarantine policies after treatment at airport: http://t.co/gELwpsywcJ
943,916223873,False,finalized,3,3/24/2016 16:39:44,affected_people,0.6885,,'497087169539080192',"Ã°Å¸ËâÃ°Å¸ËâÃ¢â¬Å@a_n_onymouss: It's a black man disease.. Ã°Å¸ËÂªÃ°Å¸Å¡Â¶""@DEMOLAEXPOZE: How were the two Americans able to survive Ebola? #EbolaQnA""Ã¢â¬ÂÃ¢â¬Â"
947,916224018,False,finalized,3,3/24/2016 18:25:21,affected_people,0.6714,,'497087308735479809',See photos of the 7-year-old Sierra Leonan boy &amp; others who have survived Ebola Viral Disease http://t.co/WhldMIbuol
950,916223219,False,finalized,6,3/24/2016 11:46:49,affected_people,0.494,,'497086373141434368',RT @backatone000: Judicial Watch: Obama Plans to Transfer #Ebola-infected Foreigners to U.S. for Treatment http://t.co/sGNSG5CnwB
952,916257153,True,golden,165,,affected_people,0.737,affected_people,'497088246669914112',"RT @dallasnews: .@PressSec refuses to call Dallas #Ebola cases ""outbreak."" Says this involves 2 workers who ""tragically"" contracted diseaseÃ¢â¬Â¦"
990,916224337,False,finalized,3,3/24/2016 17:58:23,affected_people,1.0,,'497087648456908800',"""12 people got shot in Eblola!"" -@Jrose1548 .. as in Ebola the disease http://t.co/hi766tQFLY"
1000,916224883,False,finalized,3,3/25/2016 11:14:08,affected_people,0.6543,,'497088182987788288',RT @eedgemon: 83-year-old woman of Nigerian descent being evaluated in #Montgomery after complaining of #Ebola-like symptoms. http://t.co/WÃ¢â¬Â¦
1020,916224169,False,finalized,3,3/24/2016 16:32:11,affected_people,0.6667,,'497087456295288833',"Nurses are not fearmongering; seeking to eradicate this fear, disease #NursesFightEbola @NationalNurses #Ebola"
1036,916223773,False,finalized,3,3/24/2016 17:07:19,affected_people,0.7196,,'497087027712909312',"RT @jeffgoldesq: #Ebola Airline 800 people contacted... Gloved TSA officer who patted #AmberVinson put on paid leave, #Ebolasigns. http://tÃ¢â¬Â¦"
1040,916224726,False,finalized,3,3/25/2016 11:19:25,affected_people,0.3461,,'497088061067755522',"Armed men loot #Liberia #ebola treatment center, 17 patients ""freed"" and at-large.  http://t.co/4hsZdtfrOZ #bananarepublic #smh #uhoh"
1041,916224779,False,finalized,3,3/25/2016 09:30:12,affected_people,1.0,,'497088121335713792',RT @TheAPJournalist: Heartbreaking @AFP photo: A health worker holds a baby infected with #Ebola at an @MSF treatment center in Monrovia. hÃ¢â¬Â¦
1059,916223381,False,finalized,3,3/24/2016 13:49:14,affected_people,1.0,,'497086588296626176',"RT @TheTeaParty_net: UNBELIEVABLE! Obama #CDC Told Second Nurse Diagnosed with #Ebola to Fly Commercially, Even Though She had Symptoms httÃ¢â¬Â¦"
1061,916224319,False,finalized,3,3/24/2016 16:06:04,affected_people,0.6347,,'497087620124790785',RT @IBTimesUK: #BREAKING  Air France plane isolated at #Madrid Airport after passenger reports #Ebola symptoms http://t.co/7GEBkNiA77
1063,916224577,False,finalized,3,3/25/2016 07:38:15,affected_people,0.3516,,'497087950677901312',RT @UNICEF: #Ebola survivors join fight against the deadly disease in #SierraLeone. #EbolaResponse http://t.co/4W8htLqew5 @UNICEFmedia
1065,916224312,False,finalized,3,3/24/2016 16:44:00,affected_people,1.0,,'497087610506838016',"RT @Breaking911: BREAKING: A patient in Brampton Civic Hospital in Ontario has been reported to have Ebola-like symptoms, hospital is on hiÃ¢â¬Â¦"
1071,916224330,False,finalized,3,3/24/2016 16:48:35,affected_people,0.6667,,'497087643080208384',"""@mashable: CDC, Frontier Airlines say second health care worker with #Ebola flew from Cleveland to Dallas day before presenting symptoms."
1091,916224745,False,finalized,3,3/25/2016 10:54:07,affected_people,0.3464,,'497088096828411905',RT @CP24: UPDATED: Precautions taken with patient at Brampton hospital with Ebola-like symptoms http://t.co/FeL83H47cW
1092,916224639,False,finalized,3,3/25/2016 12:54:09,affected_people,0.6709999999999999,,'497087992020742145',"RT @moneyries: #Breaking: Patient kept in isolation at NYC's Mount Sinai Hospital has tested negative for #Ebola Virus Disease, CDC determiÃ¢â¬Â¦"
1094,916224855,False,finalized,3,3/25/2016 10:56:31,affected_people,0.6465,,'497088161735245824',RT @PopWrapped: ICYMI: #Ebola Strikes Again: Texas Nurse Tests Positive For Fatal Disease (STORY) http://t.co/Gcu8h2GHVy
1106,916223235,False,finalized,3,3/24/2016 12:38:01,affected_people,0.3593,,'497086398865113088',I liked a @YouTube video http://t.co/8L67TydBIX Why do Bats Transmit so many Diseases like Ebola?
1110,916224557,False,finalized,3,3/25/2016 09:53:26,affected_people,1.0,,'497087929647255552',"Ebola virus disease update - West Africa: Between 5 and 6 August 2014, a total of 68 new cases of Ebola virus ... http://t.co/aKi6GVKh9h"
1113,916224036,False,finalized,3,3/24/2016 16:52:44,affected_people,0.6647,,'497087331120058368',Passengr alert ovr US #Ebola nurse  http://t.co/Zz2sSEyFMj #NinaPham #symptomsofEbola #Texas #ThomasEricDuncan
1140,916223597,False,finalized,3,3/24/2016 11:34:38,affected_people,0.3394,,'497086858891780096',"'Ebola victim' dies in Saudi Arabia: A man being treated for Ebola-like symptoms dies in Saudi Arabia, in what... http://t.co/A6bjUa7OyH"
1168,916224161,False,finalized,3,3/24/2016 16:06:04,affected_people,0.6688,,'497087447269142528',RT @hunterbluegreen: The second nurse who got Ebola flew day before symptoms??? What happened to being under observation? Our handling of tÃ¢â¬Â¦
1198,916224116,False,finalized,3,3/24/2016 18:05:34,affected_people,0.6765,,'497087413915631616',"RT @TomRanzReports: #Ebola patient Nina Pham to be moved to Bethesda, Md., for treatment http://t.co/SWsTBB8hoZ #EbolaCrisis"
1204,916224401,False,finalized,3,3/24/2016 16:32:11,affected_people,0.6667,,'497087741101088768',Avast! Nurse becomes first to be infected with Ebo  http://t.co/ydwgONG0mk   #centersdiseasecontrolprevention #ebola http://t.co/Vo6cHGkuUP
1205,916224734,False,finalized,3,3/25/2016 13:36:47,affected_people,1.0,,'497088074262642689',"#Saudi Arabia MoH denied rumors about a second suspected case of #Ebola virus disease (@SaudiMOH, ... http://t.co/hE0eaGgJm0"
1206,916224969,False,finalized,3,3/25/2016 10:58:55,affected_people,0.3611,,'497088257298288640',South-Arabia Suspends Hajj Visas For West Africa: Following the outbreak of the deadly disease called Ebola in... http://t.co/QXh6PWtNyB
1208,916224435,False,finalized,3,3/24/2016 16:51:47,affected_people,1.0,,'497087778677854209',Priest Miguel Parajes becomes first Ebola victim brought to Europe for treatment: WARNING GRAPHIC CONTENT: Mig... http://t.co/svLBsMEocz
1239,916224059,False,finalized,3,3/24/2016 16:31:08,affected_people,1.0,,'497087349197922306',Signs of hope: Sources tell us a CLT waman battling #Ebola virus is improving. #WBTVat11 #cltnews
1247,916224845,False,finalized,3,3/25/2016 07:47:35,affected_people,0.6394,,'497088155397681152',"RT @elnathan: But my question: How did someone who was KNOWN to be Ebola sick, openly leave a country by himself on a PLANE? Africa is realÃ¢â¬Â¦"
1259,916224095,False,finalized,3,3/24/2016 17:14:37,affected_people,0.3611,,'497087387160154113',RT @AfricaFactsZone: Two Americans that got the Ebola Virus disease are being treated with the Ebola serum while hundreds of dying AfricansÃ¢â¬Â¦
1263,916224082,False,finalized,3,3/24/2016 17:58:23,affected_people,1.0,,'497087370890452993',The Federal government has confirmed two more cases of Ebola virus disease in Lagos.
1267,916223395,False,finalized,3,3/24/2016 13:03:05,affected_people,0.653,,'497086609721139200',Breaking: New Patient Reporting #Ebola Symptoms Transferred To Hospital Where Two Nurses Were Infected http://t.co/dm0mCePdgY
1281,916224420,False,finalized,3,3/24/2016 15:53:56,affected_people,0.6831,,'497087761351180288',#Texas nurse who contracted #Ebola allowed on plane despite reporting fever 2 #CDC: http://t.co/kz6DcDqoPN #virus #disease #tcot
1287,916223368,False,finalized,3,3/24/2016 11:00:13,affected_people,0.6774,,'497086568944123904',"""@EL_Maimx: Yes. I would !""@Questionnier: Will you breakup with your BF/GF if they contact Ebola ? #QnA""""lmaoo dama can ba true love baneh"
1293,916224484,False,finalized,3,3/25/2016 09:10:54,affected_people,0.3855,,'497087844352274432',RT @FoxNews: #FrontierAirlines pres. on #CDC: Ã¢â¬ÅWe have a lot of questions about the situation.Ã¢â¬Â #Ebola #KellyFile http://t.co/pknvjTD5FD
1346,916223838,False,finalized,3,3/24/2016 17:19:37,affected_people,0.6509999999999999,,'497087126484549632',[Herald] The Anti-Ebola Man: Meet a survivor of the dreaded disease http://t.co/nmLvHNgbgl
1373,916224831,False,finalized,3,3/25/2016 10:57:26,affected_people,0.3846,,'497088145041539073',RT @CP24: UPDATED: Precautions taken with patient at Brampton hospital with Ebola-like symptoms http://t.co/FeL83H47cW
1381,916224814,False,finalized,3,3/25/2016 08:35:11,affected_people,0.6933,,'497088137814765568',RT @WTHITV: One person in Lafayette being treated for #Ebola like symptoms. http://t.co/ZPZSPRQGHx
1405,916224001,False,finalized,3,3/24/2016 17:16:30,affected_people,0.6692,,'497087289307066368',Nurse Who Contractd #Ebola Calld #CDC b4 Flight  http://t.co/FK5xLPxvMA #AmberVinson #CDCofficials #symptomsofEbola
1417,916223225,False,finalized,3,3/24/2016 16:35:51,affected_people,0.6948,,'497086381647462401',You Asked Questions About Ebola Ã¢â¬â And We Have Answers: Where did it start? Why are some patients able to survi... http://t.co/UmH6nqOBnQ
1444,916224550,False,finalized,3,3/25/2016 10:57:26,affected_people,0.6667,,'497087923129708544',#ebola so they let a victim of this disease fly with 132 other passengers who now could potentially have .. Knowing she had the disease #Wtf
1446,916224918,False,finalized,3,3/25/2016 07:47:35,affected_people,1.0,,'497088219758866433',RT @businessinsider: An Ebola survivor describes what it's like to have the horrifying disease http://t.co/BbfxITBDVb
1447,916224438,False,finalized,3,3/24/2016 16:32:11,affected_people,0.6899,,'497087783694258176',RT @HarrietTorry: Woman shows symptoms of infectious disease in Berlin; Ebola virus feared http://t.co/Fnio1HtLGz via @WSJ
1450,916223382,False,finalized,4,3/24/2016 11:28:50,affected_people,0.7136,,'497086592063143936',RT @NigeriaNewsdesk: [TheHerald] The Anti-Ebola Man: Meet a survivor of the dreaded disease http://t.co/1tgJPEd9rj
1451,916223769,False,finalized,3,3/24/2016 16:32:11,affected_people,0.3611,,'497087023786651648',New York Patient Tests Negative for Ebola: A man who recently traveled to West Africa and reported symptoms si... http://t.co/Mn26p8aKHy
1482,916223312,False,finalized,4,3/24/2016 11:46:25,affected_people,0.5183,,'497086486224072704',Canada quarantines patient with Ebola symptoms
1523,916223257,False,finalized,4,3/24/2016 11:51:42,affected_people,0.5043,,'497086426501378048',"RT @NigeriaNewsdesk: [TheTrent]  BREAKING NEWS: 2 Dead, 20 Hospitalised Over High Salt Consumption For Ebola Prevention http://t.co/6zIX1YlÃ¢â¬Â¦"
